Data is laid out as follows:
Object Name JP (if known),Object Name EN (if known),Object Function,Animation type,category 1,category 2,object unhashed name,object hashed name,object _ex textures hashed name
エレガントキャンドルB,Elegant Candles B,none,motion_none,ground,deco,object/map_object/ob_1000_0837.ice,7f8049edd92dea44f1974f2403ba2b4d,0534d478a28e8e2c2b96c2f2b27ed957
ホリブルペイント,Grotesque Paint,none,motion_none,wall,ground,object/map_object/ob_1000_0838.ice,07c60c05c8df0b9447ea4827ff828be1,cadca6bb46cace52284865dafbc15706
,,none,motion_none,wall,ground,object/map_object/ob_1000_0839.ice,479bff600f6f24c2f9fad7444f61c12a,cd2c376de874ff0fd67f4be99420c564
ナイトクラブライトB,Nightclub Lights B,none,motion_none,ceiling,ground,object/map_object/ob_1000_0840.ice,5df50a61fc110e97d3a31afc52883962,22972ce32c8d326ce8a82343b4afbaed
ナイトクラブマットB,Nightclub Rug B,none,motion_none,ground,ground,object/map_object/ob_1000_0841.ice,e5441869f20d6fba788206699db0f581,d168fd4747634afa41c4aadcc75d38e8
ナイトクラブテーブルB,Nightclub Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0842.ice,f325db0cfdddf8afa0cfbec8ffb5efb6,4f77250c5e2f2b74dd87dcd003a83f83
ナイトクラブチェアB,Nightclub Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0843.ice,d5d88ea3df171a80da4a12166704d157,957f818495f2c7c316b0dfc3ee3bfecf
ナイトクラブカウンターB,Nightclub Counter B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0844.ice,68b464873920068521c70433a421313b,cb1cebdf5858133c0f27e8806abd103e
ナイトクラブベッドB,Nightclub Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0845.ice,d0b683eebe885b88624f26fd2524aac5,0e015438f5ec170674b7bd71e9e7dc14
ナイトクラブソファB,Nightclub Sofa B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0846.ice,b948dbdee113fa9f46e75faa8ed3836a,b350878e4c6ba0b8e305363fa1425cd3
ナイトクラブスタンドB,Nightclub Floor Lamp B,none,motion_none,ground,ground,object/map_object/ob_1000_0847.ice,b3769a2f1e3867f07a45f41389711b5d,70a8b080135d2093719a2c6eaa666f3e
ナイトクラブボードB,Nightclub Scrolling Sign B,none,motion_none,wall,ground,object/map_object/ob_1000_0848.ice,128b9bc8c3c65b82906af59dc2079e06,fa29d7803df6bc708a965dccbafc0fe0
ナイトクラブライト,Nightclub Lights,none,motion_none,ceiling,ground,object/map_object/ob_1000_0849.ice,c2643bbb413433acefac9b00692c9cd2,74c79d833fae8f8e17bbdef7abab22cf
ナイトクラブマット,Nightclub Rug,none,motion_none,ground,ground,object/map_object/ob_1000_0850.ice,e1d02663c5d07aa3c85ea3646f0596ff,5c10c2db36a172119a1ffee80b7f8c7e
ナイトクラブテーブル,Nightclub Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_0851.ice,aeaff9c6310215b6d7b13969e08b1ce6,ca6c8a951eb708652cd9c8a0b1bf6d43
ナイトクラブチェア,Nightclub Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0852.ice,ff50990e0541bfd23315d3c02657f0c2,68caf79ebc4d07fa7b44ca63dfc6215b
ナイトクラブカウンター,Nightclub Counter,custmize,motion_none,ground,ground,object/map_object/ob_1000_0853.ice,d9c091724990811226d74c1a4885d150,08f0a8a5d1d2e31bb2f2c7b6450c628e
ナイトクラブベッド,Nightclub Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0854.ice,a4f984552f8acf17362a67b96603aaaf,f419287778fe9baf66181141cefa9b60
ナイトクラブソファ,Nightclub Sofa,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0855.ice,9238ad31fc08f94e34dd0dc046ccd2b1,9b459a6169fd4129a164280016bf1465
ナイトクラブスタンド,Nightclub Floor Lamp,none,motion_none,ground,ground,object/map_object/ob_1000_0856.ice,9997c72e7eeed4f7b4abfa43217ea044,ea657ec8a35d2eb9fa8975abca93493e
ナイトクラブボード,Nightclub Scrolling Sign,none,motion_none,wall,ground,object/map_object/ob_1000_0857.ice,9cc3a5b0b310d7aa0178bb0b436f4b83,89887f6fcdbd7ec962b62a92d6766a06
ナイトクラブステージ,Nightclub Stage,none,motion_none,ground,ground,object/map_object/ob_1000_0858.ice,b6772fe0d04a11a586c88dbbc8d0b6cd,bb53907a801ac68db94cb2ef4fd7b10c
,,none,motion_none,ground,ground,object/map_object/ob_1000_0859.ice,9960bf555d3b8a03ea0bca43571f6129,6832d9410702ef2292f6f38bca3c6bbc
ダイナミックスピーカー,Dynamic Speakers,none,motion_none,ground,ground,object/map_object/ob_1000_0860.ice,0ada13e0a1350c82d0c06f42922e6182,2585804f504839e39a6ff1c32b675c51
モニタースピーカー,Monitor Speaker,none,motion_none,ground,ground,object/map_object/ob_1000_0861.ice,ec4e9208cb9da9282bb78b1a378509aa,f1fa64c7fe0303d3ad92e3c255fa34b7
クラブミラーボール,Club Disco Ball,none,motion_none,ceiling,ground,object/map_object/ob_1000_0862.ice,7b92813a4326aa92b53a541c5c10f1ec,ec4f47d037732b16c536bea609deec17
ホリゾントライト,Horizontal Strobes,none,motion_none,ceiling,ground,object/map_object/ob_1000_0863.ice,c397b1aac9973d5b7490606beaee58ed,c0ba78c4ab1efbcb33ed166b28a62c15
ナイトクラブフェンス標準型,Nightclub Fence Standard Shape,none,motion_none,ground,ground,object/map_object/ob_1000_0864.ice,a0c2982b6af8d085bc7c3bcff9679d9c,01163ccf9723e48149bb7add323faac2
フレイムスロワー,Flame Tower,none,motion_none,ground,ground,object/map_object/ob_1000_0865.ice,2c3f698d17ed30d719782b9294db693e,a94314dd97050424af0cb5750adbaaaa
フロアモニター,Floor Monitor,none,motion_none,ground,ground,object/map_object/ob_1000_0866.ice,e1e93e82afce0cd8a12f1b0ebb808df0,7c267c2244c6d35efcc8230d4ba0bfea
ナイトクラブPAデスク,Nightclub PA Desk,none,motion_none,ground,ground,object/map_object/ob_1000_0867.ice,3cb82f9a13cdd78f71e44aa5a99a47a5,6cfab7dc9711e74584133d40f4667d13
ナイトクラブVIPソファ,Nightclub VIP Sofa,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0868.ice,8c7a8c7631cc57db90f4216b8adc348d,7ea2e3a26347f9c3ad7813170eb15397
ロックミュージシャンポスター,Rock Star Poster,none,motion_none,wall,poster,object/map_object/ob_1000_0869.ice,05dd0fef406471743757a1fcfa46965c
ウッディファン,Log Cabin Fan,none,motion_none,ceiling,ground,object/map_object/ob_1000_0870.ice,0f7c9662a4d0f845921316c9b2ca9e46,edd5bfc697b68104732f69c2fe2584b9
ウッディソファ,Log Cabin Sofa,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0871.ice,8229e31757f3b1005eeb492f4fe6a5e1,5823f33304b59cef5e91a9d1af44eb56
ウッディテーブル,Log Cabin Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_0872.ice,badf8e2eade37dc7209d3f9a99224b3e,a5e1aaa8fc7f72691298cc6ebd58a599
ウッディチェア,Log Cabin Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0873.ice,13b8cff76e74aba304a62b36fc4debfa,216829be4ef3bc0667980940c423f4d9
ウッディシェルフ,Log Cabin Shelf,custmize,motion_none,wall,ground,object/map_object/ob_1000_0874.ice,3de2d3f95dcdbc09475c8cb84d7325f3,570b1e098c9207b2ba53c0c1b1a08766
ウッディベッド,Log Cabin Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0875.ice,41a5fef32c2aa9d935407754cca2bf61,70e08bb2e847d187b12581f3b936c8ef
ウッディシャンデリア,Log Cabin Chandelier,none,motion_none,ceiling,ground,object/map_object/ob_1000_0876.ice,5ba0e12a3b39a48a9ecc507d5bce80c2,af97371f17df8d279f4782474d1d8f06
ウッディストーブ,Log Cabin Stove,none,motion_none,wall,ground,object/map_object/ob_1000_0877.ice,fd228b0d1a4346c04d4874229574fae8,3ff95fe45014c032f7bd03da67bc0d22
ウッディクロック,Log Cabin Clock,none,motion_none,wall,ground,object/map_object/ob_1000_0878.ice,fe5a9b41ffd0c848449544891e5bad36,ea2201090ab8b1f9c47656761ea3bcac
ウッディクローゼット,Log Cabin Closet,none,motion_none,wall,ground,object/map_object/ob_1000_0879.ice,b64562c7257c93c22122bb175a3aa5ac,092e3f842de655ead35513e25eeda801
ウッディキッチン,Log Cabin Kitchen,custmize,motion_none,ground,ground,object/map_object/ob_1000_0880.ice,a336d823771b42291efb61545dc35663,a0e6d485387d13ee7c49c81b31c7cf07
キャンプチェア,Camp Chair A,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0881.ice,8f8bb03db70af50810ae48789c5770ab,b559c480127c94af29dc8216a7043e88
キャンプテーブル,Camp Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_0882.ice,a6fc83d160573fc91ad291001c8a0ff5,34d5e149f89162bce5b9309a31b4c31d
ウッディハンモック,Log Cabin Hammock,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0883.ice,e8ebb633bbe615f676aa90a1e16d69a0,25bc03ba6cd7a696eb890af126f4afe1
ウッディファンB,Log Cabin Fan B,none,motion_none,ceiling,ground,object/map_object/ob_1000_0884.ice,98ce36be113b9b6948d233ebdccffb27,c5d19911ebee152745122ec64509be5f
ウッディソファB,Log Cabin Sofa B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0885.ice,34594fc6dc774a919bd5f3016a5d8c65,9af1bc493115cb97b3ca9dc76483edf3
ウッディテーブルB,Log Cabin Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0886.ice,af7953d9fb2942c09c2a6b429d383b0a,13cd61053fb4f0d5fda147f13d01c29d
ウッディチェアB,Log Cabin Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0887.ice,4652b04e198ae52ac9152294692eeb36,2b8c9184c16e9da8060f0974e6319653
ウッディシェルフB,Log Cabin Shelf B,custmize,motion_none,wall,ground,object/map_object/ob_1000_0888.ice,382fabf0d3f6518f35f5eff8798d772f,b141b3525b554e0e91f0a4dd4a2406c1
ウッディベッドB,Log Cabin Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0889.ice,0ebea7164628a33960443f06af2a227b,123e8746dfbb19ce8bb577ba85fcfbba
ウッディシャンデリアB,Log Cabin Chandelier B,none,motion_none,ceiling,ground,object/map_object/ob_1000_0890.ice,d8fd47d9276f56edcda00d15b17f0f06,595cf685a4a0d73e0504fab713e1f79a
ウッディストーブB,Log Cabin Stove B,none,motion_none,wall,ground,object/map_object/ob_1000_0891.ice,ec3777a64e0742e6aeedd2881f336983,8b059b66e7575f36240b2e16c312833d
ウッディクロックB,Log Cabin Clock B,none,motion_none,wall,ground,object/map_object/ob_1000_0892.ice,5c70c8bd061c272178d3e1d1b6f939ef,4d2673f87dec33380724156c3b6479ab
ウッディクローゼットB,Log Cabin Closet B,none,motion_none,wall,ground,object/map_object/ob_1000_0893.ice,1c7ea755552998ed8b8cd3036f2aad90,b626a60a7cfd1e514408b863132ce335
ウッディキッチンB,Log Cabin Kitchen B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0894.ice,bcdcfe9ccab42797a71937fd9b4caf3d,a70f64e12dea17a3bfbdeb7a9fbd1f26
キャンプチェアB,Camp Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0895.ice,fff21a13347c4211dafc551f5df6debd,4e1bc74e0ba48d0932f15a243f06c97a
キャンプテーブルB,Camp Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0896.ice,845cf532cadd3944f6d11cc70c43d9bc,dc7c5f4a104b1789e8eee5114ec308ef
ウッディハンモックB,Log Cabin Hammock B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0897.ice,ff0c71eb12ffff3af640bed8b3dd107a,dabb37d9457752a18b044e70fe777b96
ウッディバスタブ,Log Cabin Bathtub,motion,motion_bathe,ground,ground,object/map_object/ob_1000_0898.ice,be100314ba0b642af984a959559e4fa0,c305b2adee398e75240f51443f5570a2
ドームテント,Dome Tent,none,motion_none,ground,ground,object/map_object/ob_1000_0899.ice,5dcff25286e6e42fc3227398e1eaf8c1,edd7ce022f457e4b506bf7736d66bc48
バーベキューコンロ,Barbecue Cook Stove,none,motion_none,ground,ground,object/map_object/ob_1000_0900.ice,3a4eba299dad50306a5c71c33d9ab7d0,1f9d156f57b4467bc037bfbc9dadda6d
ア・マクチ,Pot of Curry,none,motion_none,ground,deco,object/map_object/ob_1000_0901.ice,6cd27eff207a9b14f46e3a19d1ba073d,47448f62920c04df9e040666718c5841
ワイルドジャー,Campfire Jars,none,motion_none,ground,ground,object/map_object/ob_1000_0902.ice,8c68649e77388bf9c7dfb7d832bef15b,7c21a1d06631cf8255aa31d7ff07f2f2
物干しラック,Clothesline,none,motion_none,ground,ground,object/map_object/ob_1000_0903.ice,f156e0b4610f9ec4daaf70098a771169,0e8c31235e04e9f65b260c195c018e57
キャンプランタン,Camp Lantern,none,motion_none,ground,deco,object/map_object/ob_1000_0904.ice,27aada37fc2398b831bec6a3d9e8e6f3,2f3ee554ccb20cc70a685f3c568378dc
バ・テリー,Battery,none,motion_none,ground,ground,object/map_object/ob_1000_0905.ice,b449198a17906bd6c0ea7751a3c47235,cea483a0673b7fd8ba7b0a2dbb4c5dd8
ボ・エンキョ,Telescope,none,motion_none,ground,ground,object/map_object/ob_1000_0906.ice,80037e4dd84885f85ff5e01ef0e9439a,0f205a463bff904943e3ff80cfb849c8
バーバーズミラー,Barber's Mirror,none,motion_none,wall,ground,object/map_object/ob_1000_0907.ice,2878e7eb771dc688b7196b5dbbc0d5d4,cc3c5d3e0eacf46d50b3d8bf3c02e5fd
バーバーズチェア,Barber Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0908.ice,d14c3b4f18b7f4fb6c764a35e8c43151,3046b63a50782d414063f0f5d915c9ae
バーバーズポール,Barber Pole,none,motion_none,ground,ground,object/map_object/ob_1000_0909.ice,f903d5c83ff4f8ed3e1c402991b10182,f55a0e88812e6df49a26e20ef7fb4ec2
学校の机,School Desk,custmize,motion_none,ground,ground,object/map_object/ob_1000_0910.ice,cc0bdc94e124d61c794f69e3b7204d6a,df46ecb42dea28cf472a17cc7de6bbaa
学校の椅子,School Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0911.ice,caf08d3301a166f40cf58eb5dcfe0816,45c8774861d5d8c647875be9089c7088
学校の黒板,School Chalkboard,none,motion_none,wall,ground,object/map_object/ob_1000_0912.ice,44074f8e4305d2d8e9d6632fffcdfc98,99c4a894b43701d63998f745e58a3862
学校の教卓,School Teacher Desk,custmize,motion_none,ground,ground,object/map_object/ob_1000_0913.ice,8dcfb922217a874933ffa1e762478154,3e40c2f0afb9e1b31e8b88b32b4f9311
鉛筆削り,Pencil Sharpener,none,motion_none,ground,deco,object/map_object/ob_1000_0914.ice,439261722437372b50a7ad16ec97de30,9aa6c36a1546e9f9f0d74f144a57eef7
学校の教壇,School Podium,none,motion_none,ground,ground,object/map_object/ob_1000_0915.ice,a348557b2a37fb8fb099bd0ecce98198,da7abba2994b31c61f0c63e90f5c5276
ファイトリング,Boxing Ring,none,motion_none,ground,ground,object/map_object/ob_1000_0916.ice,5e3a89f96aea267144cc72d98420ab6e,e18edf14c7a9becd43392b091fd56895
,,shower,motion_none,ground,ground,object/map_object/ob_1000_0917.ice,0979a72c349aaec40701e104fc0e9737,13e1460fc045b5d7b2ee135220bd566e
スマートテレビ,Smart TV,none,motion_none,ground,ground,object/map_object/ob_1000_0918.ice,fb0b692f48e1fcd2dd7524189d2fc749,9254b25a045c01675c82d2b341bea461
ポストスタンド,Mailbox,none,motion_none,ground,ground,object/map_object/ob_1000_0919.ice,129f5601e25f81ede50306c68af60362,3e9e0638fe576278951f24261912c58d
,,none,motion_none,ground,ground,object/map_object/ob_1000_0920.ice,66589adb38277dfa765829bea674b7c0,8634c020dbfaf2ac452f530c7d5f2293
フタ付きゴミ箱,Lidded Trash Can,none,motion_none,ground,ground,object/map_object/ob_1000_0921.ice,e4997bcbd4cda4e9f7c65e917be519c1,cfcec64efe676b54d4b116434d47a010
二段ベッド,Bunk Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0922.ice,617cb2ae450945087dc4d81643c72f4c,6b6a31b507f26943502c1caea699911a
コフィンベッド,Coffin Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0923.ice,56c798374228a35073942103ca91baf9,7e5ed7e576a2cef3be85c993e1b40c03
警告標識,Warning Sign,none,motion_none,ground,ground,object/map_object/ob_1000_0924.ice,857f9b40c01581799bf8cde2136fd352,98fda969ea37447db6c759e7e524e94b
矢印板,Arrow Sign,none,motion_none,ground,ground,object/map_object/ob_1000_0925.ice,8bf508bfcbfc143b0c5f3b67c851b658,15367160be5cb0f44794b6a836883c5d
カチカチダマ,Kachikachi-Dama,none,motion_none,ground,deco,object/map_object/ob_1000_0926.ice,77caeb2772d5d44c945b375400b9d6b1,40af009efe96f4cf9a8b1cea1a2a9ed6
,,none,motion_none,ground,ground,object/map_object/ob_1000_0927.ice,48bf5faf82ac80c5660fc9364b150f06,236e19e24049df2f353ec66a95d69823
,,none,motion_none,ground,ground,object/map_object/ob_1000_0928.ice,c80cf0c0aac65c699999cd11b69d13bf,c7096e2e213e95eee7fab9fcf2d3bca3
,,none,motion_none,ground,ground,object/map_object/ob_1000_0929.ice,70a6da6c95b2d712fcad1d978a8791d7,88e4c069537aa3ad0346227ca1b20233
レコードプレイヤー,Record Player,none,motion_none,ground,ground,object/map_object/ob_1000_0930.ice,80a7d493d27aedd9df71ee7a30068846,290fc6daa1ca8030b6718475ce3e479d
パイレーツキャノン,Pirate's Cannon,none,motion_none,ground,ground,object/map_object/ob_1000_0931.ice,7d18cab49a74abe889ba5435c9cd8e8c,61f3ec36412fa28ed5e74cb7b7b9706a
錆びたイカリ,Rusty Anchor,none,motion_none,wall,ground,object/map_object/ob_1000_0932.ice,9372dc21c129516228623edf0d480bc3,fc4f108dab2c8aef01a79df59822d4d3
海賊船の舵輪,Pirate Ship's Helm,none,motion_none,wall,ground,object/map_object/ob_1000_0933.ice,e1fff4b405bddd230b6775b59e7dcabd,0e38f2cdfc172a0f3100687192140d26
,,custmize,motion_none,ground,ground,object/map_object/ob_1000_0934.ice,b6245f97d175da73700a50506b787d99,da2a4b3fb357815d06d63adb6d242c6f
カットスイカ,Watermelon Slices,none,motion_none,ground,deco,object/map_object/ob_1000_0935.ice,7777d2db6d4c029b54ff1cc5a6ad4e8c,1b62e38fcf4de21b0985ae94b8bc1b65
メロンソーダ,Melon Soda,none,motion_none,ground,deco,object/map_object/ob_1000_0936.ice,fd8a923b9c33bd940aa2f8d6504013d9,0925a59d15ef0842e5596d8597ddb7f7
トロピカル・ブルー,Blue Hawaiian,none,motion_none,ground,deco,object/map_object/ob_1000_0937.ice,27a2cfb7431016fa57b7da70f59a5350,6be8e3f29afdde5ed19f1cac06bfbe32
ヤキソバ,Yakisoba,none,motion_none,ground,deco,object/map_object/ob_1000_0938.ice,07c47fc6791d08617f91019f8f792a3a,7e0f90845ef5b37a1507f881bb0ffec1
,,none,motion_none,ground,ground,object/map_object/ob_1000_0939.ice,d841177695a9add5fac2898b2b6b2eb3,335cf9e5e50e81e4131b5bf688e976f2
,,none,motion_none,ground,ground,object/map_object/ob_1000_0940.ice,339e8a9869eff17b7d64b052442a0b65,bebaa580632621954d1854d7ed04dd5a
チョコチップクッキー,Chocolate Chip Cookies,none,motion_none,ground,deco,object/map_object/ob_1000_0941.ice,85a952c922c1774ddd85f304f0961b4d,5af79e3848f628a2fab47d29f8555070
ポップアップトースター,Pop-Up Toaster,none,motion_none,ground,deco,object/map_object/ob_1000_0942.ice,557d16573ac5d517963960a41134f127,ea7c990edb9dc9676c25e5108e8ff27d
ユキダルマ,Snowman,none,motion_none,ground,ground,object/map_object/ob_1000_0943.ice,21c90e5004422973bbb5a742c9c82311,553530295fa2d77f7ce7a7738fd8de0f
ピクニックシート,Picnic Blanket,none,motion_none,ground,ground,object/map_object/ob_1000_0944.ice,dbb2736969709ff0197ba787fabf866b,9885d28dabf5754fc2ea5392cd45a692
五月人形,May Festival Doll,none,motion_none,ground,ground,object/map_object/ob_1000_0945.ice,435fe38665b217db2473438c773c9033,afbae833ab29e60742482c391374d675
ジューシーステーキ,Juicy Steak,none,motion_none,ground,deco,object/map_object/ob_1000_0946.ice,d9d976709f9bf7de51eaeacdee9c89d5,6c1912ffc75499378fec93ef1c6c47d6
デスクトップPC,Desktop PC,none,motion_none,ground,deco,object/map_object/ob_1000_0947.ice,3e59f421f048b2f9ec9a7b51b3245e94,fda483a857f0c2803b958be03a864513
ノートPC,Laptop,none,motion_none,ground,deco,object/map_object/ob_1000_0948.ice,b69bee55341c92088047fc753dfe04e1,23c821bc2542c9789fd73d5fff628657
屋台,Vendor Stall,custmize,motion_none,ground,ground,object/map_object/ob_1000_0949.ice,b9e75ca488b1452a3c152f813ed98df6
,,none,motion_none,wall,poster,object/map_object/ob_1000_0950.ice,39c9c9ad49f6c5890c565d9950016a42,f7e7e2a6164bb8a4cc6f9b02d8307746
,,none,motion_none,wall,poster,object/map_object/ob_1000_0951.ice,83d157296d80a131a877e94da13aca28,1b30a08c8d882cabafd783aef48858f5
,,none,motion_none,wall,poster,object/map_object/ob_1000_0952.ice,980b5716c1044d6314fd2452b3cf60e5,1d86fe0d6f5103ade1e7ca2cc2117d9c
,,none,motion_none,wall,poster,object/map_object/ob_1000_0953.ice,4bd18514f359b977f60d7ccf18783ae7,251ab80f22001d969c8659a2ac627c31
,,none,motion_none,wall,poster,object/map_object/ob_1000_0954.ice,58e99caae7e7367d5b7f187ee1175164,a6b2f0683db01d31549f3efd494852f9
,,none,motion_none,wall,poster,object/map_object/ob_1000_0955.ice,fd20293f169aa941fa2989e8b4e47ff5,ef9fbc2f1e8146100bf711928e7c16be
,,none,motion_none,wall,poster,object/map_object/ob_1000_0956.ice,fdd4293cf3f4e91e8efffa8701a7fac9,e2eca12aad9a64b0aa1154c638e0e5f6
,,none,motion_none,wall,poster,object/map_object/ob_1000_0957.ice,e7aa8d0b19923c0de9949cd40205b8f5,7543f7f3c2ecf51941a6a3470a8b6782
,,none,motion_none,wall,poster,object/map_object/ob_1000_0958.ice,dbfb6643257582edc9748168c046f90c,e5c763bbc967ff83414afc77284bc496
,,none,motion_none,wall,poster,object/map_object/ob_1000_0959.ice,d0d0e7e0ec0632189015109abf90bd74,781b93f23a01ca652c82d20975f55b6a
,,none,motion_none,ground,deco,object/map_object/ob_1000_0960.ice,cb27a3a6418ec4f7873b0a0c1cf9ea91
,,none,motion_none,ground,deco,object/map_object/ob_1000_0961.ice,c3c6b46f097e91705e49bfca651d81d7
,,golf,motion_none,ground,ground,object/map_object/ob_1000_0962.ice,3fa99279fd6c694ec3b8628e75d067f8,a63de3602bf2a5f42448fdcea6108d65
,,none,motion_none,ground,ground,object/map_object/ob_1000_0963.ice,2f2c12ddbf7a772e8b5e83b7ef9e9223
,,none,motion_none,ground,ground,object/map_object/ob_1000_0965.ice,b80be482c0585a2aefc5930de4d0f82e
,,none,motion_none,ground,ground,object/map_object/ob_1000_0966.ice,d391d5440834b60472b2b786000c3a79
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0967.ice,6e59cf17b67f267f6ebd2c5fcd7ef806,0d0579afcd07646ee587dccd3848500a
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0968.ice,ce29f91e38891842cb8d7169b6a70c93,4ae9991624ef9bb87d884c6f59f0787c
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0969.ice,8142a4c8fffaf646557fe47caf743250,19bb43937614e283309284d5a1208e21
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0970.ice,83f3a2504964bef9c707a87b058e105f,dbe0c2d8c8de2371b4df587ca71b5d54
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0971.ice,d6dbbf8bfdbcd0dd9b92daa1e4174fd5,afa298911bc6ac987379c9fc729213d2
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0972.ice,eb58d4458a103c02a56d8781d7eabe79,6c11263ace3539f081e3f79b7f980097
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0973.ice,614388074fb41f9e7c8d2c423f662070,0635ca15b57e5fc032213ea69d803022
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0974.ice,2026f0164f613c014c533d8e5eeea20b,0677ce53a49c773a5dac54ef1ac8d5e5
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0975.ice,797d56ee60dd94f6b73d2ee3175350f1,d24c72f357b18945bd486ce828816cff
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0976.ice,971770e90b653cf88403c7e1d7b6fec4,a1f5eba40e9522ba3dbfc38d68c6ac7c
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0977.ice,cec696817dddc60f5df860321c3b027b
,,motion,motion_instrument,ground,ground,object/map_object/ob_1000_0978.ice,21a4267c09c245bdd8b025cfc68b2a46,86ff2c10e3dc4291ad5a1446eec39f0e
,,none,motion_none,ground,ground,object/map_object/ob_1000_0979.ice,ca39f93bad5d17d0bc327d2d96c16256
ツキノウサギ,Lunar Rabbits,none,motion_none,ground,ground,object/map_object/ob_1000_0983.ice,244ca2f6cf6bbbbe62f107fc5cc3922a
,,none,motion_none,wall,poster,object/map_object/ob_1000_0984.ice,6d9ceb28d144038c627f613b3b571d5e
,,none,motion_none,wall,poster,object/map_object/ob_1000_0985.ice,c019f9a0290c8d441015fea867d91e62
,,race_machine,motion_none,ground,ground,object/map_object/ob_1000_0986.ice,23e25a6bce33f2881ac21403ffdde3e8,4fdfa206007c47b5552e86f8294fcba9
,,none,motion_none,ground,ground,object/map_object/ob_1000_0987.ice,255fb232cde42d82f1140dfe87b459d9
,,none,motion_none,ground,deco,object/map_object/ob_1000_0988.ice,07374e7f69535c279abed93aa2d0002c
,,none,motion_none,wall,poster,object/map_object/ob_1000_0989.ice,302ac9c26f414337a27ceb08a0c88f2d
,,none,motion_none,ground,ground,object/map_object/ob_1000_0990.ice,61690c7fea7e722ac83d6631f7bc52b2
トンネルライト,Tunnel Light,none,motion_none,ground,ground,object/map_object/ob_1000_0991.ice,2eb1b89fdf631d5486dbd03f870b2272,06fb7d415f73c1c3fd7a36df7c4f8d31
メンテナンスハンガー,Maintenance Hangar,none,motion_none,ground,ground,object/map_object/ob_1000_0992.ice,7fa64ea4e3ef14f681779b9417c07f74,29a3ec46a4ffb66aa714288692e7763b
クレーンアーム,Crane Arm,none,motion_none,ceiling,ground,object/map_object/ob_1000_0993.ice,fb422f73fa16cc6b007fe672fcdefae2
,,none,motion_none,ground,ground,object/map_object/ob_1000_0994.ice,c6c19dc96a16bb1000377af23ae25d72,5b7679226794971d0630cf2cdcfe627d
,,none,motion_none,ground,ground,object/map_object/ob_1000_0995.ice,d859087c29c72c9e2f30de2437b78a41,b28212d1966732ce73e5a200edbae6f8
,,none,motion_none,ground,ground,object/map_object/ob_1000_0996.ice,d30fac2e749951181ea4f10fd3ac56ff,47e7679123791dde446fc4fc2b3cb77e
,,none,motion_none,ground,ground,object/map_object/ob_1000_0997.ice,c16ed57b341e54167483d3e86047c842,212f6c484885a72a16181e1056b15e72
,,none,motion_none,ground,ground,object/map_object/ob_1000_0998.ice,9f3e7e3ffb29de77b7ebfd45cecd6466,e70bdf978e684aaaf210c2ea3d0941ae
,,none,motion_none,ground,ground,object/map_object/ob_1000_0999.ice,3d6a370459f16aa70870ab8193abe103,c5a89a7de0dfca94e976c2fe93b2a9bf
